Title,Author,Publication Title,DOI,Url
"A Rational Design, Synthesis, Biological Evaluation and Structure–Activity Relationship Study of Novel Inhibitors against Cyanobacterial Fructose-1,6-bisphosphate Aldolase","Han, Xinya; Zhu, Xiuyun; Zhu, Shuaihua; Wei, Lin; Hong, Zongqin; Guo, Li; Chen, Haifeng; Chi, Bo; Liu, Yan; Feng, Lingling; Ren, Yanliang; Wan, Jian",Journal of Chemical Information and Modeling,10.1021/acs.jcim.5b00618,https://doi.org/10.1021/acs.jcim.5b00618
Discovery of novel anti-cyanobacterial allelochemicals by multi-conformational QSAR approach,"Tang, Tao; Huang, Haomin; Hu, Jing; Huang, Shitao; Liu, Muyuan; Yu, Shumiao; Xiao, Xi",Aquatic Toxicology,10.1016/j.aquatox.2023.106420,https://www.sciencedirect.com/science/article/pii/S0166445X23000279
"Study on Antialgal Mechanism, Sturcture-Activity Relationships and Algistatic Agent Develepment on Natural Flavonoids (in Chinese).","Huang, H.",Zhejiang University. Ph.D. thesis.,,
Synthesis and algicidal activity of new dichlorobenzylamine derivatives against harmful red tides,"Choi, Dubok; Yu, Sunjong; Baek, Seung Ho; Kang, Yoon-Ho; Chang, Young-Cheol; Cho, Hoon",Biotechnology and Bioprocess Engineering,10.1007/s12257-016-0175-8,https://doi.org/10.1007/s12257-016-0175-8
Biological effects of hydroxyl radical inactivation for typical red tide algae <i>Alexandrium tamarense</i>,"Liang, Pengyu; Bian, Yongning; Zhang, Yubo; Wei, Chenzheng; Bai, Mindong",Journal of Water Process Engineering,10.1016/j.jwpe.2023.104593,https://www.sciencedirect.com/science/article/pii/S2214714423011133
Thiazolidinediones as a Novel Class of Algicides Against Red Tide Harmful Algal Species,"Kim, Yeon-Mi; Wu, Ying; Duong, Thi Uyen; Ghodake, Gajanan S.; Kim, Si Wouk; Jin, EonSeon; Cho, Hoon",Applied Biochemistry and Biotechnology,10.1007/s12010-010-9001-5,https://doi.org/10.1007/s12010-010-9001-5
Allelopathic control of cyanobacterial blooms by periphyton biofilms,"Wu, Yonghong; Liu, Jiantong; Yang, Linzhang; Chen, Hong; Zhang, Shanqing; Zhao, Huijun; Zhang, Naiming",Environmental Microbiology,10.1111/j.1462-2920.2010.02363.x,https://enviromicro-journals.onlinelibrary.wiley.com/doi/10.1111/j.1462-2920.2010.02363.x
Compounds with selective toxicity towards the off-flavor metabolite-producing cyanobacterium <i>Oscillatoria</i> cf. <i>chalybea</i>,"Schrader, Kevin K; de Regt, Marjan Q; Tidwell, Paula D; Tucker, Craig S; Duke, Stephen O",Aquaculture,10.1016/S0044-8486(98)00223-3,https://www.sciencedirect.com/science/article/pii/S0044848698002233
Algae extermination by a novel algicide (DMPAI) with low-dose and field experiment,"Shen, Xiyu; Jiang, Ruitong; Liu, Jinlin; Zhao, Dawei; Wang, Langang; Liu, Yuchao; Yin, Yusu; Zhang, Jianheng; Shao, Liu; He, Wenhui; He, Peimin",Algal Research,10.1016/j.algal.2023.103264,https://www.sciencedirect.com/science/article/pii/S2211926423002977
Algicidal Activity of Marine Alteromonas sp. KNS-16 and Isolation of Active Compounds,"Cho, Ji Young","Bioscience, Biotechnology, and Biochemistry",10.1271/bbb.120102,https://academic.oup.com/bbb/article/76/8/1452/5954854
Effects of Cinnamomum camphora Leaves Extracts-Flocculants Composite Algaecide on Microcystis aeruginosa Growth and Microcystins Release,"Li, Han-yun; Ye, Yin-dong; Zhang, Qi-jun; Du, Cun-hao; Li, Hui-ming; Yin, Li",Bulletin of Environmental Contamination and Toxicology,10.1007/s00128-022-03534-2,https://doi.org/10.1007/s00128-022-03534-2
Metabolomic Analysis of Microcystis aeruginosa After Exposure to the Algicide L-Lysine,"Yan, Xiangjuan; Zhao, Fei; Wang, Guosheng; Wang, Zhen; Zhou, Mingxi; Zhang, Limin; Wang, Guoxiang; Chen, Yanshan",Bulletin of Environmental Contamination and Toxicology,10.1007/s00128-022-03658-5,https://doi.org/10.1007/s00128-022-03658-5
Isolation and identification of an anti-algal compound from <i>Artemisia annua</i> and mechanisms of inhibitory effect on algae,"Ni, Lixiao; Acharya, Kumud; Hao, Xiangyang; Li, Shiyin",Chemosphere,10.1016/j.chemosphere.2012.05.009,https://www.sciencedirect.com/science/article/pii/S0045653512006066
Efficient inhibition of cyanobacteria M. aeruginosa growth using commercial food-grade fumaric acid,"Wei, Peiyun; Ma, Hanmin; Fu, Heyun; Xu, Zhaoyi; Qu, Xiaolei",Chemosphere,10.1016/j.chemosphere.2022.134659,https://www.sciencedirect.com/science/article/pii/S0045653522011523
Toxic Effects of Prodigiosin Secreted by Hahella sp. KA22 on Harmful Alga Phaeocystis globosa,"Zhang, Huajun; Wang, Hui; Zheng, Wei; Yao, Zhiyuan; Peng, Yun; Zhang, Su; Hu, Zhong; Tao, Zhen; Zheng, Tianling",Frontiers in Microbiology,10.3389/fmicb.2017.00999,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2017.00999/full
Selection and characterization of plant-derived alkaloids with strong antialgal inhibition: growth inhibition selectivity and inhibitory mechanism,"Zhao, Guangpu; Hong, Yu; Li, Lihua; Zhang, Hongkai; Xu, Rong; Hao, Yuan",Harmful Algae,10.1016/j.hal.2022.102272,https://linkinghub.elsevier.com/retrieve/pii/S1568988322001007
Inhibition of five natural products from Chinese herbs on the growth of Chattonella marina,"Liu, Fei; He, Zheng-Bing; Li, Hong-Ye; Liu, Jie-Sheng; Yang, Wei-Dong",Environmental Science and Pollution Research,10.1007/s11356-016-6755-5,https://doi.org/10.1007/s11356-016-6755-5
Isolation and characterization of antialgal allelochemicals from Arundo donax L,"Hong, Y.; Hu, H.Y.; Sakoda, A.; Sagehashi, M.",Allelopathy Journal,,https://www.researchgate.net/publication/262387707_Isolation_and_characterization_of_antialgal_allelochemicals_from_Arundo_donax_L
Growth inhibition of unicellular and colonial <i>Microcystis</i> strains (<i>Cyanophyceae</i>) by compounds isolated from rice (<i>Oryza sativa</i>) hulls,"Park, Myung-Hwan; Chung, Ill-Min; Ahmad, Ateeque; Kim, Baik-Ho; Hwang, Soon-Jin",Aquatic Botany,10.1016/j.aquabot.2008.11.007,https://www.sciencedirect.com/science/article/pii/S0304377008001861
Anti-cyanobacterial fatty acids released from Myriophyllum spicatum,"Nakai, Satoshi; Yamada, Shingo; Hosomi, Masaaki",Hydrobiologia,10.1007/s10750-004-6822-7,https://doi.org/10.1007/s10750-004-6822-7
"Effects of tryptamine on growth, ultrastructure, and oxidative stress of cyanobacteria and microalgae cultures","Churro, C.; Fernandes, A. S.; Alverca, E.; Sam-Bento, F.; Paulino, S.; Figueira, V. C.; Bento, A. J.; Prabhakar, S.; Lobo, A. M.; Martins, L. L.; Mourato, M. P.; Pereira, P.",Hydrobiologia,10.1007/s10750-010-0245-4,https://doi.org/10.1007/s10750-010-0245-4
Isolation and Characterization of a Novel Antialgal Allelochemical from Phragmites communis,"Li, Feng-Min; Hu, Hong-Ying",Applied and Environmental Microbiology,10.1128/AEM.71.11.6545-6553.2005,https://journals.asm.org/doi/10.1128/aem.71.11.6545-6553.2005
Algicidal and antifungal compounds from the roots of <i>Ruta graveolens</i> and synthesis of their analogs,"Meepagala, Kumudini M.; Schrader, Kevin K.; Wedge, David E.; Duke, Stephen O.",Phytochemistry,10.1016/j.phytochem.2005.09.019,https://www.sciencedirect.com/science/article/pii/S0031942205004905
"Biological activity of l-2-azetidinecarboxylic acid, isolated from <i>Polygonatum odoratum</i> var. <i>pluriflorum</i>, against several algae","Kim, Jin-Seog; Kim, Jin-Cheol; Lee, Sunog; Lee, Byung-Hoi; Cho, Kwang Yun",Aquatic Botany,10.1016/j.aquabot.2006.01.003,https://www.sciencedirect.com/science/article/pii/S0304377006000040
"Effects of different algaecides on the photosynthetic capacity, cell integrity and microcystin-LR release of <i>Microcystis aeruginosa","Zhou, Shiqing; Shao, Yisheng; Gao, Naiyun; Deng, Yang; Qiao, Junlian; Ou, Huase; Deng, Jing",Science of The Total Environment,10.1016/j.scitotenv.2013.05.064,https://www.sciencedirect.com/science/article/pii/S0048969713006074
"Algicidal activity of polyunsaturated fatty acids derived from Ulva fasciata and U. pertusa (Ulvaceae, Chlorophyta) on phytoplankton","Alamsjah, Mochammad Amin; Hirao, Shotaro; Ishibashi, Fumito; Oda, Tatsuya; Fujita, Yuji",Journal of Applied Phycology,10.1007/s10811-007-9257-5,https://doi.org/10.1007/s10811-007-9257-5
Algicidal Activity of Glycerolipids from Brown Alga Ishige sinicola toward Red Tide Microalgae,"HIRAO, Shotaro; TARA, Kenji; KUWANO, Kazuyoshi; TANAKA, Junji; ISHIBASHI, Fumito","Bioscience, Biotechnology, and Biochemistry",10.1271/bbb.110645,https://doi.org/10.1271/bbb.110645
Differential Effects of the Allelochemical Juglone on Growth of Harmful and Non-Target Freshwater Algae,"Park, Myung-Hwan; Kim, Keonhee; Hwang, Soon-Jin",Applied Sciences,10.3390/app10082873,https://www.mdpi.com/2076-3417/10/8/2873
"Effects of extracts of reed and cattail on the growth of a cyanobacterium, Microcystis aeruginosa","Kang, Phil-Goo; Hong, Jiyoung; Kim, Eunseok; Kim, Bomchul",Journal of Freshwater Ecology,10.1080/02705060.2020.1748128,https://www.tandfonline.com/doi/abs/10.1080/02705060.2020.1748128
"Effects of two copper compounds on <i>Microcystis aeruginosa</i> cell density, membrane integrity, and microcystin release","Tsai, Kuo-Pei",Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2015.06.024,https://www.sciencedirect.com/science/article/pii/S0147651315003097
Growth inhibition of the harmful alga Prymnesium parvum by plant-derived products and identification of ellipticine as highly potent allelochemical,"Mary, Mousumi A.; Rashel, Rakib H.; Patiño, Reynaldo",Journal of Applied Phycology,10.1007/s10811-021-02545-6,https://doi.org/10.1007/s10811-021-02545-6
Effect of five chinese traditional medicines on the biological activity of a red-tide causing alga�?i>Alexandrium tamarense</i>,"Zhou, L. H.; Zheng, T. L.; Wang, X.; Ye, J. L.; Tian, Y.; Hong, H. S.",Harmful Algae,10.1016/j.hal.2006.10.002,https://www.sciencedirect.com/science/article/pii/S1568988306001089
Screening of surfactants for harmful algal blooms mitigation,"Sun, Xiao-Xia; Han, Kyung-Nam; Choi, Joong-Ki; Kim, Eun-Ki",Marine Pollution Bulletin,10.1016/j.marpolbul.2003.11.021,https://www.sciencedirect.com/science/article/pii/S0025326X03005393
The Inhibitory Effects of Garlic (Allium sativum) and Diallyl Trisulfide on Alexandrium tamarense and other Harmful Algal Species,"Zhou, L. H.; Zheng, T. L.; Chen, X. H.; Wang, X.; Chen, S. B.; Tian, Y.; Hong, H. S.",Journal of Applied Phycology,10.1007/s10811-007-9262-8,https://doi.org/10.1007/s10811-007-9262-8
Treatment of the red tide dinoflagellate <i>Karenia brevis</i> and brevetoxins using USEPA-registered algaecides,"Hu, Jing; Berthold, David E.; Wang, Yi; Xiao, Xi; Laughinghouse, H. Dail",Harmful Algae,10.1016/j.hal.2022.102347,https://www.sciencedirect.com/science/article/pii/S1568988322001755
Effects of bacillamide and newly synthesized derivatives on the growth of cyanobacteria and microalgae cultures,"Churro, C.; Alverca, E.; Sam-Bento, F.; Paulino, S.; Figueira, V. C.; Bento, A. J.; Prabhakar, S.; Lobo, A. M.; Calado, A. J.; Pereira, P.",Journal of Applied Phycology,10.1007/s10811-008-9388-3,https://doi.org/10.1007/s10811-008-9388-3
The antialgal activity of 40 medicinal plants against Microcystis aeruginosa,"Yi, Yang-Lei; Lei, Yi; Yin, Yue-Bang; Zhang, Hong-Yu; Wang, Gao-Xue",Journal of Applied Phycology,10.1007/s10811-011-9703-2,https://doi.org/10.1007/s10811-011-9703-2
On the control of HAB species using low biosurfactant concentrations,"Gustafsson, S.; Hultberg, M.; Figueroa, R. I.; Rengefors, K.",Harmful Algae,10.1016/j.hal.2009.04.002,https://www.sciencedirect.com/science/article/pii/S1568988309000547
Selective Algicidal Action of Peptides against Harmful Algal Bloom Species,"Park, Seong-Cheol; Lee, Jong-Kook; Kim, Si Wouk; Park, Yoonkyung",PLOS ONE,10.1371/journal.pone.0026733,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0026733
"Algicidal effects on Heterosigma akashiwo and Chattonella marina (Raphidophyceae), and toxic effects on natural plankton assemblages by a thiazolidinedione derivative TD49 in a microcosm","Baek, Seung Ho; Jang, Min-Chul; Son, Moonho; Kim, Si Wouk; Cho, Hoon; Kim, Young Ok",Journal of Applied Phycology,10.1007/s10811-012-9905-2,https://doi.org/10.1007/s10811-012-9905-2
Mitigation of Harmful Algal Blooms by Sophorolipid,"Sun, Xiao-Xia; Lee, Young-Ju; Wang, Song-Young; Han, Kyung-Nam; Choi, Joong-Ki; Noh, Jae-Hoon; Kim, Eun-Ki",Journal of Microbiology and Biotechnology,,https://koreascience.kr/article/JAKO200311922023723.page
Evaluation of the potentiality of Vicia faba and Opuntia ficus indica as eco-friendly coagulants to mitigate Microcystis aeruginosa blooms,"El Bouaidi, Widad; Essalhi, Samira; Douma, Mountasser; Tazart, Zakaria; Ounas, Abdelaziz; Enaime, Ghizlane; Yaacoubi, Abdelrani; Loudiki, Mohammed",Desalination and Water Treatment,10.5004/dwt.2020.26040,https://www.sciencedirect.com/science/article/pii/S1944398624102056
Removal Efficiency of Different Gemini Surfactants and Related Modified Clay to Chattonella marina,"Wang, Wen-Wen; Yan, Xin-Ya; Li, Yun-Hui; Yu, De-Ren; Li, Hong-Ye; Yang, Wei-Dong; Liu, Jie-Sheng",Water Environment Research,10.2175/106143017X15054988926389,https://www.jstor.org/stable/26662161
A preliminary study on the mechanism of harmful algal bloom mitigation by use of sophorolipid treatment,"Sun, Xiao-Xia; Choi, Joong-Ki; Kim, Eun-Ki",Journal of Experimental Marine Biology and Ecology,10.1016/j.jembe.2003.11.020,https://www.sciencedirect.com/science/article/pii/S0022098103005665
Algicidal activity of rhamnolipid biosurfactants produced by <i>Pseudomonas aeruginosa</i>,"Wang, Xiulin; Gong, Liangyu; Liang, Shengkang; Han, Xiurong; Zhu, Chenjian; Li, Yanbin",Harmful Algae,10.1016/j.hal.2004.06.001,https://www.sciencedirect.com/science/article/pii/S1568988304000526
Algal growth inhibition effects and inducement modes by plant-producing phenols,"Nakai, Satoshi; Inoue, Yutaka; Hosomi, Masaaki",Water Research,10.1016/S0043-1354(00)00444-9,https://www.sciencedirect.com/science/article/pii/S0043135400004449
Short term copper toxicity on <i>Microcystis aeruginosa</i> and <i>Chlorella vulgaris</i> using flow cytometry,"Hadjoudja, Souad; Vignoles, Chantal; Deluchat, Véronique; Lenain, Jean-François; Le Jeune, Anne-Hélène; Baudu, Michel",Aquatic Toxicology,10.1016/j.aquatox.2009.07.007,https://www.sciencedirect.com/science/article/pii/S0166445X09002410
Chemical control of overwintering green algae to mitigate green tide in the Yellow Sea,"Gong, Ning; Shao, Kuishuang; Shen, Kun; Gu, Yanbin; Liu, Yu'an; Ye, Jinqing; Hu, Chuanming; Shen, Lingyu; Chen, Yanlong; Li, Dongwei; Fan, Jingfeng",Marine Pollution Bulletin,10.1016/j.marpolbul.2021.112424,https://www.sciencedirect.com/science/article/pii/S0025326X21004586
"Comparison of different algicides on growth of Microcystis aeruginosa and microcystin release, as well as its removal pathway in riverways","Wang, Naiyu; Wang, Kai; Wang, Can",Frontiers of Environmental Science & Engineering,10.1007/s11783-017-0940-8,https://doi.org/10.1007/s11783-017-0940-8
"Natural xenobiotics to prevent cyanobacterial and algal growth in freshwater: Contrasting efficacy of tannic acid, gallic acid, and gramine","Laue, Pauline; Bährs, Hanno; Chakrabarti, Shumon; Steinberg, Christian E. W.",Chemosphere,10.1016/j.chemosphere.2013.11.029,https://www.sciencedirect.com/science/article/pii/S0045653513016196
"Joint effects of allelochemical nonanoic acid, N-phenyl-1-naphtylamine and caffeic acid on the growth of Microcystis aeruginosa","Gao, Y N; Liu, B Y; Ge, F J; He, Y; Lu, Z Y; Zhou, Q H; Zhang, Y Y; Wu, Z B",Allelopathy Journal,,
Control of Microcystis aeruginosa toxic blooms by Moroccan medicinal plant-based algicides,"Tebaa, Lamiaa; Douma, Mountasser; Tazart, Zakaria; Mouhri, Khadija; Loudiki, Mohammed",Desalination and Water Treatment,10.5004/dwt.2021.27726,https://www.sciencedirect.com/science/article/pii/S1944398624069893?via%3Dihub
Identification of antialgal compounds from the aquatic plant Elodea nuttallii,"Wang, H.; Zhu, H.; Zhang, L.; Xue, W.; Yuan, B.",Allelopathy Journal,,
The allelopathy and allelopathic mechanism of phenolic acids on toxic Microcystis aeruginosa,"Zhang, Ting-Ting; Zheng, Chun-Yan; Hu, Wei; Xu, Wen-Wu; Wang, Hao-Fen",Journal of Applied Phycology,10.1007/s10811-009-9429-6,https://doi.org/10.1007/s10811-009-9429-6
Herbicidal potential of allelochemicals from Lantana camara against Eichhornia crassipes and the alga Microcystis aeruginosa,"Kong, C H; Wang, P; Zhang, C X; Zhang, M X; Hu, F",Weed Research,10.1111/j.1365-3180.2006.00509.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3180.2006.00509.x
Growth inhibition of bloom‐forming cyanobacterium Microcystis aeruginosa by rice straw extract,"Park, M.‐H.; Han, M.‐S.; Ahn, C.‐Y.; Kim, H.‐S.; Yoon, B.‐D.; Oh, H.‐M.",Letters in Applied Microbiology,10.1111/j.1472-765X.2006.01951.x,https://doi.org/10.1111/j.1472-765X.2006.01951.x
Evaluation of Several Commercial Algicides for Control of Odor-producing Cyanobacteria,"Schrader, Kevin K.",Journal of Aquatic Plant Management,,http://hdl.handle.net/1834/19480
Investigation of the antifouling constituents from the brown alga Sargassum muticum (Yendo) Fensholt,"Bazes, Alexandra; Silkina, Alla; Douzenel, Philippe; Faÿ, Fabienne; Kervarec, Nelly; Morin, Danièle; Berge, Jean-Pascal; Bourgougnon, Nathalie",Journal of Applied Phycology,10.1007/s10811-008-9382-9,https://doi.org/10.1007/s10811-008-9382-9
"Isolation of antifouling compounds from the marine bacterium, Shewanella oneidensis SCH0402","Bhattarai, Hari Datta; Ganti, Viswanadh Sarma; Paudel, Babita; Lee, Yoo Kyung; Lee, Hong Kum; Hong, Yong-Ki; Shin, Hyun Woung",World Journal of Microbiology and Biotechnology,10.1007/s11274-006-9220-7,https://doi.org/10.1007/s11274-006-9220-7
Effect of seaweed epibiotic bacterium Streptomyces violaceoruber SCH-09 on marine fouling organisms,"Hong, Yong-Ki; Cho, Ji Young",Fisheries Science,10.1007/s12562-013-0604-y,https://doi.org/10.1007/s12562-013-0604-y
Antifouling activities of hymenialdisine and debromohymenialdisine from the sponge <i>Axinella</i> sp.,"Feng, Dan qing; Qiu, Yan; Wang, Wei; Wang, Xiang; Ouyang, Peng gang; Ke, Cai huan",International Biodeterioration & Biodegradation,10.1016/j.ibiod.2013.08.014,https://www.sciencedirect.com/science/article/pii/S0964830513003107
Antifouling Activity of Coumarin and its Derivatives Isolated from the Cinnamon Tree Cinnamomum loureiroi,"Kim, Young Do; Shin, Hyun-Woung; Cho, Ji-Young",Korean Journal of Fisheries and Aquatic Sciences,10.5657/KFAS.2013.0053,https://doi.org/10.5657/KFAS.2013.0053
Antifouling steroids isolated from red alga epiphyte filamentous bacterium Leucothrix mucor,"Cho, Ji Young",Fisheries Science,10.1007/s12562-012-0490-8,https://doi.org/10.1007/s12562-012-0490-8
Antifouling Activity of Giffinisterone B and Oleamide Isolated from a Filamentous Bacterium Leucothrix mucor Culture against Ulva pertusa,"Cho, Ji-Young",Korean Journal of Fisheries and Aquatic Sciences,10.5657/KFAS.2012.0030,https://koreascience.or.kr/article/JAKO201210348676751.page
Induction of Antifouling Diterpene Production by <i>Streptomyces cinnabarinus</i> PK209 in Co-Culture with Marine-Derived <i>Alteromonas</i> sp. KNS-16,"Cho, Ji Young; Kim, Myoung Sug","Bioscience, Biotechnology, and Biochemistry",10.1271/bbb.120221,https://academic.oup.com/bbb/article/76/10/1849-1854/5954577
Simultaneous Microcystis Algicidal and Microcystin Degrading Capability by a Single Acinetobacter Bacterial Strain,"Li, Hong; Ai, Hainan; Kang, Li; Sun, Xingfu; He, Qiang",Environmental Science & Technology,10.1021/acs.est.6b03986,https://doi.org/10.1021/acs.est.6b03986
Antifouling chromanols isolated from brown alga Sargassum horneri,"Cho, Ji Young",Journal of Applied Phycology,10.1007/s10811-012-9864-7,https://doi.org/10.1007/s10811-012-9864-7
Phenolic Compounds Exuded from Two Submerged Freshwater Macrophytes and Their Allelopathic Effects on Microcystis aeruginosa,"Gao, Yun-Ni; Liu, Bi-Yun; Xu, Dong; Zhou, Qiao-Hong; Hu, Chen-Yan; Ge, Fang-Jie; Zhang, Li-Ping; Wu, Zhen-Bin",Polish Journal of Environmental Studies,,
Multiple roles of bamboo as a regulator of cyanobacterial bloom in aquatic systems,"Hao, Aimin; Su, Mengyao; Kobayashi, Sohei; Zhao, Min; Iseri, Yasushi",Scientific Reports,10.1038/s41598-022-05506-2,https://www.nature.com/articles/s41598-022-05506-2
Allelopathic growth inhibition of cyanobacteria by reed,"Nakai, Satoshi; Zhou, Sheng; Masaaki Hosomi; Hosomi M.",Allelopathy Journal,,https://www.indianjournals.com/ijor.aspx?target=ijor:aj&volume=18&issue=2&article=008&type=fulltext
Physiological Responses of Microcystis aeruginosa to Extracellular Degradative Enzymes and Algicidal Substance from Heterotrophic Bacteria,"Zhou, Qing; Zhang, Yingying; Han, Shiqun; Wang, Yan; Qin, Hongjie; Zhang, Zhiyong",Polish Journal of Environmental Studies,10.15244/pjoes/127867,"https://www.pjoes.com/Physiological-Responses-of-Microcystis-aeruginosa-nto-Extracellular-Degradative-Enzymes,127867,0,2.html"
Growth inhibition of <i>Microcystis aeruginosa</i> by sand-filter prevalent manganese-oxidizing bacterium,"Qi, Jing; Song, Yongjun; Liang, Jinsong; Bai, Yaohui; Hu, Chengzhi; Liu, Huijuan; Qu, Jiuhui",Separation and Purification Technology,10.1016/j.seppur.2020.117808,https://www.sciencedirect.com/science/article/pii/S1383586620322826
Encapsulation and Algicidal Properties of Fermentation Products From Vibrio brasiliensis H115,"Ouyang, Liao; Liu, Yan; Chen, Huirong; Zaynab, Madiha; Yang, Xuewei; Wang, Shilin; Li, Shuangfei",Frontiers in Marine Science,,
Continuous production of algicidal compounds against <i>Akashiwo sanguinea</i> via a <i>Vibrio</i> sp. co-culture,"Wang, Yue; Li, Shuangfei; Liu, Guozhu; Li, Xiaoqiang; Yang, Qixia; Xu, Ying; Hu, Zhangli; Chen, Chun-Yen; Chang, Jo-Shu",Bioresource Technology,10.1016/j.biortech.2019.122246,https://www.sciencedirect.com/science/article/pii/S0960852419314762
Photosynthetic inhibition and oxidative stress to the toxic Phaeocystis globosa caused by a diketopiperazine isolated from products of algicidal bacterium metabolism,"Tan, Shuo; Hu, Xiaoli; Yin, Pinghe; Zhao, Ling",Journal of Microbiology,10.1007/s12275-016-6012-0,https://doi.org/10.1007/s12275-016-6012-0
Antimicrobial activity against Microcystis aeruginosa and degradation of microcystin-LR by bacteria isolated from Antarctica,"Benegas, Gabriela Rocío Sosa; Bernal, Suzan Prado Fernandes; de Oliveira, Valéria Maia; Passarini, Michel Rodrigo Zambrano",Environmental Science and Pollution Research,10.1007/s11356-021-14458-5,https://doi.org/10.1007/s11356-021-14458-5
Bacterial Quorum-Sensing Signal Arrests Phytoplankton Cell Division and Impacts Virus-Induced Mortality,"Pollara, Scott B.; Becker, Jamie W.; Nunn, Brook L.; Boiteau, Rene; Repeta, Daniel; Mudge, Miranda C.; Downing, Grayton; Chase, Davis; Harvey, Elizabeth L.; Whalen, Kristen E.",mSphere,10.1128/msphere.00009-21,https://journals.asm.org/doi/10.1128/msphere.00009-21
Elucidation of the Algicidal Mechanism of the Marine Bacterium Pseudoruegeria sp. M32A2M Against the Harmful Alga Alexandrium catenella Based on Time-Course Transcriptome Analysis,"Cho, Suhyung; Cho, Sang-Hyeok; Ko, So-Ra; Jeong, Yujin; Lee, Eunju; Jin, Sangrak; Jeong, Bo-Seong; Oh, Byung-Ha; Oh, Hee-Mock; Ahn, Chi-Yong; Cho, Byung-Kwan",Frontiers in Marine Science,10.3389/fmars.2021.728890,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2021.728890/full
Toxicological effects of hypoxanthine on <i>Heterosigmaakashiwo</i>: Mechanism of growth inhibition and change in hemolytic toxin content,"Chen, Binbin; Zhao, Ling; Yu, Qiming Jimmy",Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2021.112797,https://www.sciencedirect.com/science/article/pii/S014765132100909X
"Simultaneous Removal of the Freshwater Bloom-Forming Cyanobacterium Microcystis and Cyanotoxin Microcystins via Combined Use of Algicidal Bacterial Filtrate and the Microcystin-Degrading Enzymatic Agent, MlrA","Wang, Suqin; Yang, Siyu; Zuo, Jun; Hu, Chenlin; Song, Lirong; Gan, Nanqin; Chen, Peng",Microorganisms,10.3390/microorganisms9081594,https://www.mdpi.com/2076-2607/9/8/1594
"Algicidal mechanism of <i>Raoultella ornithinolytica</i> against <i>Microcystis aeruginosa</i>: Antioxidant response, photosynthetic system damage and microcystin degradation","Li, Dongpeng; Kang, Xin; Chu, Linglong; Wang, Yifei; Song, Xinshan; Zhao, Xiaoxiang; Cao, Xin",Environmental Pollution,10.1016/j.envpol.2021.117644,https://www.sciencedirect.com/science/article/pii/S0269749121012264
Inhibition of Anabaena sp. and Oscillatoria sp. Using Probiotic Lactic Acid Bacteria,"Abd ElTawab, Marwa I.; Abdel Gawad, Fagr; Shaban, Ahmed M.; Bassem, Samah; Guerriero, Giulia; Goda, Hanan A.; Higazy, Aziz M.",Egyptian Journal of Chemistry,10.21608/ejchem.2020.41997.2848,https://ejchem.journals.ekb.eg/article_112482.html
The algicidal efficacy and the mechanism of <i>Enterobacter</i> sp. EA-1 on <i>Oscillatoria</i> dominating in aquaculture system,"Lu, Lu; Niu, Xiaojun; Zhang, Dongqing; Ma, Jinling; Zheng, Xiaoxian; Xiao, Huaping; Huang, Xuyin; Lin, Zhang; Hu, Huijian",Environmental Research,10.1016/j.envres.2021.111105,https://www.sciencedirect.com/science/article/pii/S0013935121003996
Impact of Algicidal Bacillus mycoides on Diatom Ulnaria acus from Lake Baikal,"Bedoshvili, Yekaterina; Bayramova, Elvira; Sudakov, Nikolay; Klimenkov, Igor; Kurilkina, Maria; Likhoshway, Yelena; Zakharova, Yulia",Diversity,10.3390/d13100469,https://www.mdpi.com/1424-2818/13/10/469
A <i>Streptomyces globisporus</i> strain kills <i>Microcystis aeruginosa</i> via cell-to-cell contact,"Zeng, Yudie; Wang, Jiayu; Yang, Chunyan; Ding, Mengyue; Hamilton, Paul B.; Zhang, Xiaohui; Yang, Caiyun; Zhnag, Lei; Dai, Xianzhu",Science of The Total Environment,10.1016/j.scitotenv.2020.144489,https://www.sciencedirect.com/science/article/pii/S0048969720380207
Simultaneous biodegradation of harmful Cylindrospermopsis raciborskii and cylindrospermopsin toxin in batch culture by single Bacillus strain,"Mohamed, Zakaria; Alamri, Saad; Hashem, Mohamed",Environmental Science and Pollution Research,10.1007/s11356-021-16062-z,https://doi.org/10.1007/s11356-021-16062-z
Complete Genome of Marine Microalgae Associated Algicidal Bacterium Sulfitobacter pseudonitzschiae H46 with Quorum Sensing System,"Hu, Tianyi; Wang, Shuai; Shan, Yishi; Zhang, Yanchao; Zhu, Yunjin; Zheng, Li",Current Microbiology,10.1007/s00284-021-02632-4,https://doi.org/10.1007/s00284-021-02632-4
"Algicidal activity of a novel indigenous bacterial strain of Paracoccus homiensis against the harmful algal bloom species, Karenia mikimotoi","Ding, Ning; Du, Wenjun; Feng, Yanlou; Song, Yuhao; Wang, Chao; Li, Chen; Zheng, Ningning; Gao, Peike; Wang, Renjun",Archives of Microbiology,10.1007/s00203-021-02468-3,https://doi.org/10.1007/s00203-021-02468-3
